epoch,train_time_s,iteration_time_ms,validate_time_s,inference_time_ms
1.0,0.32965993881225586,0.017212820531132825,16.513165712356567,0.8622162548222936
2.0,0.5934710502624512,0.030987419082208187,14.854923963546753,0.7756330390323075
3.0,0.597022533416748,0.031172855754842733,15.445529460906982,0.8064708365135225
4.0,0.5952746868133545,0.031081593923003054,14.265991687774658,0.7448826069222357
5.0,0.5853068828582764,0.03056113632300942,13.970484972000122,0.7294530582706831
6.0,0.5903573036193848,0.03082483832599127,14.480324268341064,0.7560737399927456
7.0,0.6010186672210693,0.03138150935782526,14.002781629562378,0.7311393916855878
8.0,0.5852763652801514,0.030559542882213415,13.998664617538452,0.7309244265632023
9.0,0.5881061553955078,0.030707297169773797,14.451541900634766,0.7545709012445053
10.0,0.6019043922424316,0.03142775648717793,16.060051441192627,0.8385574060773092
11.0,0.6039559841156006,0.0315348780344403,16.586575746536255,0.8660492766570727
12.0,0.5973489284515381,0.03118989810210621,16.034127473831177,0.8372038154673755
13.0,0.6005327701568604,0.03135613879265144,16.00397515296936,0.8356294461659023
14.0,0.5968866348266602,0.031165759963798046,14.510270357131958,0.7576373411200897
15.0,0.589169979095459,0.030762843520021878,15.278562068939209,0.797752823148455
16.0,0.5942988395690918,0.031030641163799697,14.324238300323486,0.747923887861502
17.0,0.5867171287536621,0.030634770716043345,14.258023023605347,0.7444665321431363
18.0,0.5846676826477051,0.03052776120758694,16.585370302200317,0.8659863357456306
19.0,0.5963845252990723,0.03113954288320135,15.441938877105713,0.8062833582448681
20.0,0.6007351875305176,0.03136670778668116,15.498567581176758,0.8092401619244339
21.0,0.606921911239624,0.031689740561801585,15.986423015594482,0.8347129811818339
22.0,0.5973436832427979,0.031189624229469394,14.221834659576416,0.7425769976804728
23.0,0.5959203243255615,0.03111530515484344,14.57045841217041,0.7607799922812453
24.0,0.5910956859588623,0.03086339212400075,15.452611684799194,0.8068406268170005
25.0,0.5940279960632324,0.03101649937673519,18.17936062812805,0.949214736222225
26.0,0.5962662696838379,0.031133368300116846,17.15599489212036,0.8957808527631768
27.0,0.5911977291107178,0.030868720191662372,15.10597562789917,0.7887414174968238
28.0,0.5874538421630859,0.030673237372759288,13.949183702468872,0.7283408365950748
29.0,0.6046936511993408,0.03157339448618112,15.146894931793213,0.7908779726291361
30.0,0.5882720947265625,0.03071596150410205,14.76719856262207,0.7710525565278858
31.0,0.5954513549804688,0.03109081845136115,15.83044171333313,0.8265685940545703
32.0,0.5840985774993896,0.030498046026492774,17.55567717552185,0.9166498107519764
33.0,0.5874488353729248,0.0306729759488787,18.720832109451294,0.9774870566756105
34.0,0.5980517864227295,0.031226597035439094,17.113990783691406,0.8935876557900693
35.0,0.586223840713501,0.03060901423942674,19.371448516845703,1.0114582558921106
36.0,0.5866739749908447,0.03063251749116775,17.823691368103027,0.9306438684264321
37.0,0.5949463844299316,0.031064451985689828,16.282544136047363,0.8501746102781622
